flightId,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,price
216809,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,10.67,16,43376
288585,Air_India,AI-672,Chennai,Evening,one,Night,Delhi,7.67,19,45185
297630,Air_India,AI-569,Chennai,Early_Morning,one,Night,Kolkata,17.33,40,54481
211275,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,7.33,43,51384
246569,Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,12,24,35554
219860,Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,11.42,15,46097
281244,Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,17.67,19,56590
243522,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Chennai,16.58,30,49613
253168,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,6.58,7,67945
281362,Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Bangalore,12.83,21,56590
270305,Air_India,AI-770,Kolkata,Night,one,Night,Hyderabad,27.08,3,53183
277657,Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,1.42,9,17794
256636,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,25,13,37985
284729,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,16.75,37,51707
226387,Vistara,UK-954,Mumbai,Early_Morning,zero,Morning,Delhi,2.08,16,22140
207513,Air_India,AI-764,Delhi,Evening,one,Evening,Mumbai,24.92,9,59033
240355,Air_India,AI-888,Mumbai,Evening,one,Evening,Hyderabad,24.33,34,45693
223593,Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,2.75,29,27864
255458,Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,10.42,42,51817
220399,Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,13.42,24,53937
284665,Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,13,36,51819
215756,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,2.75,49,32859
245916,Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,2.67,16,32923
249958,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,15.83,17,54684
230973,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,16.92,13,54608
271833,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,10.67,34,79817
252552,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,16,46,54684
291667,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,11.25,22,69713
207411,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,12.83,8,69113
285153,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,25.33,45,51819
286301,Vistara,UK-870,Hyderabad,Night,one,Evening,Chennai,19.75,23,51707
276870,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,7.75,42,54115
229355,Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,12.33,43,59021
214448,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,14.08,32,42457
270398,Air_India,AI-770,Kolkata,Night,one,Night,Hyderabad,27.08,5,52063
211120,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,7.92,42,36577
277405,Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,1.42,5,17794
224995,Vistara,UK-875,Mumbai,Evening,one,Evening,Delhi,24.58,1,57308
241746,Vistara,UK-986,Mumbai,Night,one,Evening,Chennai,17.58,6,49613
264543,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,5.42,10,70543
219350,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,13.58,6,39321
250653,Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,1.58,25,20760
255641,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,8.08,44,62188
293606,Air_India,AI-429,Chennai,Afternoon,two_or_more,Morning,Bangalore,45.83,6,51928
223378,Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,10.25,25,57992
255754,Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,8.75,46,60508
291423,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,26.58,19,31622
285663,Vistara,UK-874,Hyderabad,Morning,one,Night,Chennai,14.58,9,41314
238649,Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,13.83,11,53757
209593,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,5.75,28,53164
290522,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,8.75,5,51057
247840,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,13.33,39,57081
250400,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,14.83,22,54684
277849,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,18.42,11,66267
231071,Air_India,AI-673,Mumbai,Early_Morning,one,Late_Night,Bangalore,17.92,14,55982
289076,Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,16.17,27,57920
283149,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,6.17,5,53499
242228,Vistara,UK-950,Mumbai,Night,one,Evening,Chennai,18.42,12,61933
239307,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,15.58,20,45693
231644,Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,1.83,21,20684
257454,Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,13.5,25,56476
297727,Air_India,AI-672,Chennai,Afternoon,one,Afternoon,Kolkata,21.25,42,54481
287042,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,9.67,37,83930
225690,Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,2.33,9,34460
228699,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,5.58,37,53152
244384,Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,15.17,42,49613
217830,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,10.67,31,43376
298785,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,9.92,21,39432
280033,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,12.42,45,45883
291283,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,11.08,16,80566
277698,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,13.25,9,60555
211579,Air_India,AI-407,Delhi,Afternoon,one,Evening,Mumbai,27.5,46,40447
214650,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,7.42,34,54777
225567,Vistara,UK-954,Mumbai,Early_Morning,zero,Morning,Delhi,2.08,8,22140
261548,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,17.42,6,68303
277282,Vistara,UK-830,Hyderabad,Morning,one,Morning,Mumbai,24.83,2,70714
252289,Air_India,AI-808,Bangalore,Night,one,Afternoon,Mumbai,15.83,43,54684
259918,Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,4.67,24,44280
244497,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,11.5,43,64173
242140,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,8.33,11,61933
253497,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,16.58,12,60508
221820,Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,11.17,49,39377
234429,Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,10.33,6,49725
250430,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,24,22,56129
271261,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,15.75,23,52175
268935,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,8,28,60978
221908,Air_India,AI-767,Delhi,Afternoon,one,Night,Chennai,9.17,2,54377
218116,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,5.67,35,53209
287643,Air_India,AI-766,Chennai,Morning,one,Night,Delhi,11.67,2,54305
212306,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,15.08,6,57017
260842,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,13.25,41,60396
209291,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,2.17,26,22152
248104,Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,2.75,43,32923
272522,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,15.75,48,52175
292840,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,8.33,40,57393
265902,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,14.58,29,50271
241987,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,16.25,9,57453
222897,Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,2.83,18,27864
260185,Vistara,UK-846,Bangalore,Morning,one,Evening,Chennai,11.42,29,44280
297686,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,12.92,41,54896
207650,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,8.83,11,35532
233306,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,12.92,39,69168
289863,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,10,41,53440
271944,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,14.25,37,49207
211203,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,2,43,22152
245061,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,25.25,5,42521
255567,Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,22.17,43,60508
273336,Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,12.42,18,55983
232740,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,16.92,33,54608
290844,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,11.83,10,51057
264826,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,13,14,50271
279078,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,18.42,30,64890
214309,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,12.5,30,54777
210595,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,25.58,37,50994
250722,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,12.33,25,67004
250261,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,6,20,67004
282599,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,8,43,38099
246677,Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,5,25,45097
275362,Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,2.25,14,24234
268171,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,24.33,16,52287
226540,Vistara,UK-841,Mumbai,Morning,one,Late_Night,Delhi,13.25,17,47429
238565,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,18.92,10,45693
269440,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,13.08,36,60978
206926,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,6.25,4,49896
288064,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,12.08,10,53440
248816,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,10.08,4,54668
242626,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,10.33,18,49613
208597,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,11.58,19,53164
299132,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,26.5,28,41064
244460,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Chennai,16.5,43,49613
283383,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,11.25,10,69739
278353,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,13.25,19,60555
291826,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,8.08,25,49553
263546,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,2.42,42,38590
276492,Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,27.25,35,47586
258638,Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,26.75,44,37985
296639,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,9.83,18,54896
243549,Vistara,UK-988,Mumbai,Night,one,Evening,Chennai,19.42,30,61933
215985,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,17.25,4,47545
236506,Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,11.83,31,36980
233533,Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,15,42,54608
217653,Air_India,AI-807,Delhi,Evening,one,Early_Morning,Kolkata,11.92,28,57405
242797,Air_India,AI-660,Mumbai,Evening,one,Evening,Chennai,25,20,49613
207072,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,24.83,5,57625
215300,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,24.67,42,42457
277936,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,14.42,13,45883
296261,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,24.92,9,93984
231160,Air_India,AI-774,Mumbai,Night,one,Night,Bangalore,23.92,15,55982
227549,Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,2.25,27,22140
15733,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,13.92,29,5619
253131,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,24.92,7,51817
252126,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,9.33,41,62524
263942,Air_India,AI-773,Kolkata,Evening,one,Evening,Delhi,26.25,49,53743
233976,Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,6.92,47,66928
280124,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,6.67,46,60555
211112,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,2.17,42,34472
285944,Air_India,AI-543,Hyderabad,Morning,one,Evening,Chennai,7.67,15,51595
219612,Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,19,10,59649
240937,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,14.42,42,45693
219703,Air_India,AI-767,Delhi,Afternoon,one,Night,Hyderabad,9.08,12,47408
275268,Air_India,AI-543,Hyderabad,Morning,zero,Afternoon,Delhi,2.5,12,24122
269656,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,8.83,40,52287
235810,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,9.33,22,64285
209440,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,13.42,27,41281
226516,Vistara,UK-910,Mumbai,Evening,zero,Evening,Delhi,2.17,17,37932
254291,Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,20.92,24,60508
217862,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,6.5,31,65529
220203,Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,22.33,21,46097
263524,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,16.08,41,66063
270535,Vistara,UK-738,Kolkata,Evening,one,Night,Hyderabad,28.17,8,52175
223057,Vistara,UK-953,Delhi,Night,one,Evening,Chennai,23.25,20,45672
279122,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,7.17,31,52715
272673,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,25.42,4,55502
294945,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,13.08,31,44144
267292,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,7.83,49,50271
286366,Vistara,UK-830,Hyderabad,Morning,one,Morning,Chennai,23.58,24,58282
266118,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Mumbai,17.58,32,50271
278992,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,9.92,29,53824
242274,Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,13.92,13,49613
209895,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,6.67,31,41113
274251,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,16.58,38,55983
275321,Air_India,AI-559,Hyderabad,Early_Morning,zero,Morning,Delhi,2.5,13,24122
293031,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,14.92,43,49553
250488,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,23.5,23,54668
233616,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,10.08,43,54608
225863,Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,9.42,10,61127
259164,Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,11.17,7,44280
208149,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,9.17,15,53164
233503,Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,1.67,42,20684
262593,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,2.42,25,29406
265505,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,14.42,23,69065
299417,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,13.92,34,41064
279489,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,1.58,37,17794
280751,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,26.25,11,38099
281305,Air_India,AI-541,Hyderabad,Evening,one,Late_Night,Bangalore,7.92,20,56590
285438,Air_India,AI-543,Hyderabad,Morning,one,Night,Chennai,12.25,3,62221
213611,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,17.17,22,42457
252328,Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,15.92,43,69244
262347,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,15,20,61583
222713,Air_India,AI-678,Delhi,Morning,one,Early_Morning,Chennai,22.33,15,45257
240880,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,6.08,41,53645
227418,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,7.17,25,53152
230743,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,8.67,10,74880
207807,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,8.42,12,50969
213466,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,4.92,20,54777
279541,Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,21.08,37,64890
242313,Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,25.75,13,64173
297281,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,21.17,32,54896
209113,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,23.58,24,41281
260797,Vistara,UK-820,Bangalore,Evening,one,Morning,Chennai,16.08,40,60396
207408,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,6,8,60713
295327,Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,13.5,38,60260
235147,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,14.08,14,74365
239796,Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,25.42,26,66940
270514,Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,10.5,8,49207
297373,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,21.17,34,54896
227055,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,13,22,40435
245139,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,13.67,6,42521
222385,Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,10.42,10,52392
211122,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,21.83,42,36577
257032,Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,26.42,19,37929
226139,Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,11.67,13,47205
284880,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,11.25,40,51819
238748,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,9.5,12,60365
276796,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,11,41,47395
262499,Air_India,AI-765,Kolkata,Evening,one,Evening,Delhi,24.92,23,48079
272537,Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,25.5,48,52063
285813,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,20.5,12,51707
215717,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,15.08,48,50297
269247,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,10.17,33,60978
297071,Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,12.42,27,55377
237584,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,20.17,44,62045
216807,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,8.58,16,42212
262961,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,14.5,31,61695
288683,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,7.17,20,65872
291755,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,9.58,24,49553
281072,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Bangalore,14.83,16,63269
272682,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,15.58,4,55983
251591,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,13.08,35,62636
282680,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,10.17,44,56702
229308,Vistara,UK-877,Mumbai,Morning,one,Morning,Delhi,22.25,43,41269
291119,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,8.33,14,57393
223250,Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,7.58,23,57992
296279,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,21.83,10,55377
244800,Vistara,UK-986,Mumbai,Night,one,Night,Chennai,21.5,49,49613
286493,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,14.25,27,41314
259745,Vistara,UK-802,Bangalore,Evening,one,Morning,Chennai,15.08,20,60396
293805,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Bangalore,12.17,10,43729
291890,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,12.08,26,49553
284223,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,9.58,27,67141
225003,Vistara,UK-865,Mumbai,Evening,one,Night,Delhi,26.42,1,73536
239843,Vistara,UK-960,Mumbai,Morning,one,Night,Hyderabad,11,27,58125
277987,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,12.5,14,45995
248284,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,25.33,45,42521
279170,Air_India,AI-838,Hyderabad,Afternoon,one,Night,Mumbai,8.25,32,45883
272030,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,20.42,38,52063
262762,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,2.42,28,28510
211916,Air_India,AI-560,Delhi,Early_Morning,one,Early_Morning,Mumbai,24.08,49,41113
291456,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,5.75,19,57505
238029,Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,13,2,50810
244262,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,8.33,40,61933
227921,Air_India,AI-619,Mumbai,Night,one,Night,Delhi,26.75,30,41101
267561,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,16.08,6,60978
270966,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,18.33,17,52175
264291,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,14.75,7,50271
241636,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,13.25,4,65405
284245,Vistara,UK-830,Hyderabad,Morning,one,Night,Kolkata,12.42,28,51819
215589,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,17,45,57017
216830,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,11.42,16,57405
298678,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,26.5,18,41064
263429,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,2.42,40,29406
226494,Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,2.25,17,22140
239631,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,12.42,24,60365
239939,Vistara,UK-950,Mumbai,Night,one,Morning,Hyderabad,11.75,28,64700
271594,Vistara,UK-772,Kolkata,Morning,one,Afternoon,Hyderabad,25.83,30,49207
240840,Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,25.42,40,60365
218759,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,9.58,44,65529
218642,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,10.92,42,84222
274839,Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,27.25,4,47586
269675,Air_India,AI-773,Kolkata,Evening,one,Morning,Bangalore,17.92,40,52287
275867,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,15.08,23,51875
262278,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,14.5,19,53743
244137,Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,13,38,78957
266500,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,8.5,37,62591
267500,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,12.42,5,60978
230819,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,6.92,11,66928
284385,Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,2.08,31,20000
233239,Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,1.75,39,20684
273200,Vistara,UK-706,Kolkata,Morning,one,Morning,Chennai,23.67,15,55983
298395,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,15.75,11,41064
249574,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,12.25,12,74844
232208,Air_India,AI-806,Mumbai,Early_Morning,one,Late_Night,Bangalore,16.17,27,54608
254285,Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,13,24,60508
225627,Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,23.83,8,50957
283139,Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,12.17,5,51707
216689,Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,18.33,14,53209
251486,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,15.08,34,54684
208627,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,2.33,20,28872
249694,Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,6.67,14,54684
259146,Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,22.25,6,44280
272052,Vistara,UK-772,Kolkata,Morning,one,Early_Morning,Hyderabad,21.42,39,49207
240282,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,10.5,33,53645
267077,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,10.5,45,70543
260038,Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,22.25,26,44280
212474,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,9.25,8,57129
222344,Vistara,UK-955,Delhi,Evening,one,Night,Chennai,5.33,9,60232
258558,Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,11.92,43,37985
225250,Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,9.42,4,61127
262788,Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,17,28,53743
223514,Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,17.33,27,57992
299774,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,19.92,41,51457
220969,Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,10.17,34,51697
214549,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,6.08,33,49177
242993,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Chennai,14.25,23,49613
